Designator,Mid X,Mid Y,Layer,Rotation,Comment
C553,15.4,34.2,Top,0,0603_0.1uF
C554,17.2,34.2,Top,180,0603_0.1uF
C555,19.0,34.2,Top,0,0603_0.1uF
C556,20.8,34.2,Top,270,0603_0.1uF
C557,22.6,34.2,Top,270,0603_0.1uF
C558,24.4,34.2,Top,0,0603_0.1uF
C559,26.2,34.2,Top,270,0603_0.1uF
C560,28.0,34.2,Top,180,0603_0.1uF
C561,29.8,34.2,Top,270,0603_0.1uF
C562,31.6,34.2,Top,90,0603_0.1uF
C563,33.4,34.2,Top,270,0603_0.1uF
C564,35.2,34.2,Top,90,0603_0.1uF
C565,37.0,34.2,Top,180,0603_0.1uF
C566,38.8,34.2,Top,270,0603_0.1uF
C567,40.6,34.2,Top,270,0603_0.1uF
C568,42.4,34.2,Top,270,0603_0.1uF
C569,44.2,34.2,Top,180,0603_0.1uF
C570,46.0,34.2,Top,180,0603_0.1uF
C571,47.8,34.2,Top,90,0603_0.1uF
C572,49.6,34.2,Top,0,0603_0.1uF
C573,51.4,34.2,Top,180,0603_0.1uF
C574,53.2,34.2,Top,270,0603_0.1uF
C575,55.0,34.2,Top,90,0603_0.1uF
C576,56.8,34.2,Top,270,0603_0.1uF
C577,58.6,34.2,Top,270,0603_0.1uF
C578,60.4,34.2,Top,180,0603_0.1uF
C579,62.2,34.2,Top,0,0603_0.1uF
C580,64.0,34.2,Top,270,0603_0.1uF
C581,65.8,34.2,Top,180,0603_0.1uF
C582,67.6,34.2,Top,90,0603_0.1uF
C583,69.4,34.2,Top,270,0603_0.1uF
C584,71.2,34.2,Top,90,0603_0.1uF
C585,73.0,34.2,Top,180,0603_0.1uF
C586,74.8,34.2,Top,180,0603_0.1uF
C587,76.6,34.2,Top,180,0603_0.1uF
C588,78.4,34.2,Top,180,0603_0.1uF
C589,80.2,34.2,Top,180,0603_0.1uF
C590,82.0,34.2,Top,0,0603_0.1uF
C591,83.8,34.2,Top,90,0603_0.1uF
C592,85.6,34.2,Top,0,0603_0.1uF
C593,87.4,34.2,Top,90,0603_0.1uF
C594,89.2,34.2,Top,270,0603_0.1uF
C595,91.0,34.2,Top,270,0603_0.1uF
C596,92.8,34.2,Top,90,0603_0.1uF
C597,94.6,34.2,Top,270,0603_0.1uF
C598,96.4,34.2,Top,270,0603_0.1uF
C599,98.2,34.2,Top,270,0603_0.1uF
C600,10.0,36.4,Top,0,0603_0.1uF
C601,11.8,36.4,Top,0,0603_0.1uF
C602,13.6,36.4,Top,180,0603_0.1uF
C603,15.4,36.4,Top,90,0603_0.1uF
C604,17.2,36.4,Top,270,0603_0.1uF
C605,19.0,36.4,Top,90,0603_0.1uF
C606,20.8,36.4,Top,180,0603_0.1uF
C607,22.6,36.4,Top,180,0603_0.1uF
C608,24.4,36.4,Top,270,0603_0.1uF
C609,26.2,36.4,Top,180,0603_0.1uF
C610,28.0,36.4,Top,270,0603_0.1uF
C611,29.8,36.4,Top,180,0603_0.1uF
C612,31.6,36.4,Top,180,0603_0.1uF
C613,33.4,36.4,Top,270,0603_0.1uF
C614,35.2,36.4,Top,180,0603_0.1uF
C615,37.0,36.4,Top,180,0603_0.1uF
C616,38.8,36.4,Top,180,0603_0.1uF
C617,40.6,36.4,Top,90,0603_0.1uF
C618,42.4,36.4,Top,0,0603_0.1uF
C619,44.2,36.4,Top,90,0603_0.1uF
C620,46.0,36.4,Top,180,0603_0.1uF
C621,47.8,36.4,Top,0,0603_0.1uF
C622,49.6,36.4,Top,90,0603_0.1uF
C623,51.4,36.4,Top,90,0603_0.1uF
C624,53.2,36.4,Top,90,0603_0.1uF
C625,55.0,36.4,Top,270,0603_0.1uF
C626,56.8,36.4,Top,180,0603_0.1uF
C627,58.6,36.4,Top,180,0603_0.1uF
C628,60.4,36.4,Top,0,0603_0.1uF
C629,62.2,36.4,Top,90,0603_0.1uF
C630,64.0,36.4,Top,180,0603_0.1uF
C631,65.8,36.4,Top,90,0603_0.1uF
C632,67.6,36.4,Top,180,0603_0.1uF
C633,69.4,36.4,Top,90,0603_0.1uF
C634,71.2,36.4,Top,180,0603_0.1uF
C635,73.0,36.4,Top,0,0603_0.1uF
C636,74.8,36.4,Top,90,0603_0.1uF
C637,76.6,36.4,Top,180,0603_0.1uF
C638,78.4,36.4,Top,0,0603_0.1uF
C639,80.2,36.4,Top,0,0603_0.1uF
C640,82.0,36.4,Top,180,0603_0.1uF
C641,83.8,36.4,Top,90,0603_0.1uF
C642,85.6,36.4,Top,270,0603_0.1uF
C643,87.4,36.4,Top,0,0603_0.1uF
C644,89.2,36.4,Top,0,0603_0.1uF
C645,91.0,36.4,Top,180,0603_0.1uF
C646,92.8,36.4,Top,270,0603_0.1uF
C647,94.6,36.4,Top,270,0603_0.1uF
C648,96.4,36.4,Top,270,0603_0.1uF
C649,98.2,36.4,Top,180,0603_0.1uF
C650,10.0,38.6,Top,90,0603_0.1uF
C651,11.8,38.6,Top,0,0603_0.1uF
C652,13.6,38.6,Top,180,0603_0.1uF
C653,15.4,38.6,Top,270,0603_0.1uF
C654,17.2,38.6,Top,0,0603_0.1uF
C655,19.0,38.6,Top,0,0603_0.1uF
C656,20.8,38.6,Top,270,0603_0.1uF
C657,22.6,38.6,Top,270,0603_0.1uF
C658,24.4,38.6,Top,0,0603_0.1uF
C659,26.2,38.6,Top,0,0603_0.1uF
C660,28.0,38.6,Top,90,0603_0.1uF
C661,29.8,38.6,Top,90,0603_0.1uF
C662,31.6,38.6,Top,180,0603_0.1uF
C663,33.4,38.6,Top,0,0603_0.1uF
C664,35.2,38.6,Top,90,0603_0.1uF
C665,37.0,38.6,Top,0,0603_0.1uF
C666,38.8,38.6,Top,270,0603_0.1uF
C667,40.6,38.6,Top,90,0603_0.1uF
C668,42.4,38.6,Top,270,0603_0.1uF
C669,44.2,38.6,Top,270,0603_0.1uF
C670,46.0,38.6,Top,270,0603_0.1uF
C671,47.8,38.6,Top,180,0603_0.1uF
C672,49.6,38.6,Top,270,0603_0.1uF
C673,51.4,38.6,Top,180,0603_0.1uF
C674,53.2,38.6,Top,0,0603_0.1uF
C675,55.0,38.6,Top,0,0603_0.1uF
C676,56.8,38.6,Top,90,0603_0.1uF
C677,58.6,38.6,Top,90,0603_0.1uF
C678,60.4,38.6,Top,180,0603_0.1uF
C679,62.2,38.6,Top,0,0603_0.1uF
C680,64.0,38.6,Top,90,0603_0.1uF
C681,65.8,38.6,Top,90,0603_0.1uF
C682,67.6,38.6,Top,90,0603_0.1uF
C683,69.4,38.6,Top,0,0603_0.1uF
C684,71.2,38.6,Top,90,0603_0.1uF
C685,73.0,38.6,Top,0,0603_0.1uF
C686,74.8,38.6,Top,270,0603_0.1uF
C687,76.6,38.6,Top,270,0603_0.1uF
C688,78.4,38.6,Top,270,0603_0.1uF
C689,80.2,38.6,Top,180,0603_0.1uF
C690,82.0,38.6,Top,0,0603_0.1uF
C691,83.8,38.6,Top,90,0603_0.1uF
C692,85.6,38.6,Top,180,0603_0.1uF
C693,87.4,38.6,Top,180,0603_0.1uF
C694,89.2,38.6,Top,270,0603_0.1uF
C695,91.0,38.6,Top,0,0603_0.1uF
C696,92.8,38.6,Top,90,0603_0.1uF
C697,94.6,38.6,Top,180,0603_0.1uF
C698,96.4,38.6,Top,90,0603_0.1uF
C699,98.2,38.6,Top,270,0603_0.1uF
C700,10.0,40.8,Top,0,0603_0.1uF
C701,11.8,40.8,Top,90,0603_0.1uF
C702,13.6,40.8,Top,90,0603_0.1uF
C703,15.4,40.8,Top,180,0603_0.1uF
C704,17.2,40.8,Top,90,0603_0.1uF
C705,19.0,40.8,Top,0,0603_0.1uF
C706,20.8,40.8,Top,0,0603_0.1uF
C707,22.6,40.8,Top,90,0603_0.1uF
C708,24.4,40.8,Top,180,0603_0.1uF
C709,26.2,40.8,Top,180,0603_0.1uF
C710,28.0,40.8,Top,270,0603_0.1uF
C711,29.8,40.8,Top,0,0603_0.1uF
C712,31.6,40.8,Top,270,0603_0.1uF
C713,33.4,40.8,Top,180,0603_0.1uF
C714,35.2,40.8,Top,270,0603_0.1uF
C715,37.0,40.8,Top,180,0603_0.1uF
C716,38.8,40.8,Top,270,0603_0.1uF
C717,40.6,40.8,Top,270,0603_0.1uF
C718,42.4,40.8,Top,0,0603_0.1uF
C719,44.2,40.8,Top,0,0603_0.1uF
C720,46.0,40.8,Top,270,0603_0.1uF
C721,47.8,40.8,Top,180,0603_0.1uF
C722,49.6,40.8,Top,180,0603_0.1uF
C723,51.4,40.8,Top,0,0603_0.1uF
C724,53.2,40.8,Top,0,0603_0.1uF
C725,55.0,40.8,Top,90,0603_0.1uF
C726,56.8,40.8,Top,0,0603_0.1uF
C727,58.6,40.8,Top,180,0603_0.1uF
C728,60.4,40.8,Top,0,0603_0.1uF
C729,62.2,40.8,Top,90,0603_0.1uF
C730,64.0,40.8,Top,270,0603_0.1uF
C731,65.8,40.8,Top,270,0603_0.1uF
C732,67.6,40.8,Top,180,0603_0.1uF
C733,69.4,40.8,Top,90,0603_0.1uF
C734,71.2,40.8,Top,270,0603_0.1uF
C735,73.0,40.8,Top,270,0603_0.1uF
C736,74.8,40.8,Top,0,0603_0.1uF
C737,76.6,40.8,Top,270,0603_0.1uF
C738,78.4,40.8,Top,180,0603_0.1uF
C739,80.2,40.8,Top,270,0603_0.1uF
C740,82.0,40.8,Top,180,0603_0.1uF
C741,83.8,40.8,Top,180,0603_0.1uF
C742,85.6,40.8,Top,0,0603_0.1uF
C743,87.4,40.8,Top,90,0603_0.1uF
C744,89.2,40.8,Top,180,0603_0.1uF
C745,91.0,40.8,Top,270,0603_0.1uF
C746,92.8,40.8,Top,270,0603_0.1uF
C747,94.6,40.8,Top,180,0603_0.1uF
C748,96.4,40.8,Top,270,0603_0.1uF
C749,98.2,40.8,Top,0,0603_0.1uF
C750,10.0,43.0,Top,270,0603_0.1uF
C751,11.8,43.0,Top,0,0603_0.1uF
C752,13.6,43.0,Top,180,0603_0.1uF
C753,15.4,43.0,Top,180,0603_0.1uF
C754,17.2,43.0,Top,180,0603_0.1uF
C755,19.0,43.0,Top,0,0603_0.1uF
C756,20.8,43.0,Top,270,0603_0.1uF
C757,22.6,43.0,Top,0,0603_0.1uF
C758,24.4,43.0,Top,270,0603_0.1uF
C759,26.2,43.0,Top,270,0603_0.1uF
C760,28.0,43.0,Top,0,0603_0.1uF
C761,29.8,43.0,Top,90,0603_0.1uF
C762,31.6,43.0,Top,180,0603_0.1uF
C763,33.4,43.0,Top,270,0603_0.1uF
C764,35.2,43.0,Top,270,0603_0.1uF
C765,37.0,43.0,Top,0,0603_0.1uF
C766,38.8,43.0,Top,90,0603_0.1uF
C767,40.6,43.0,Top,180,0603_0.1uF
C768,42.4,43.0,Top,90,0603_0.1uF
C769,44.2,43.0,Top,180,0603_0.1uF
C770,46.0,43.0,Top,270,0603_0.1uF
C771,47.8,43.0,Top,270,0603_0.1uF
C772,49.6,43.0,Top,0,0603_0.1uF
C773,51.4,43.0,Top,0,0603_0.1uF
C774,53.2,43.0,Top,90,0603_0.1uF
C775,55.0,43.0,Top,90,0603_0.1uF
C776,56.8,43.0,Top,180,0603_0.1uF
C777,58.6,43.0,Top,0,0603_0.1uF
C778,60.4,43.0,Top,270,0603_0.1uF
C779,62.2,43.0,Top,0,0603_0.1uF
C780,64.0,43.0,Top,90,0603_0.1uF
C781,65.8,43.0,Top,0,0603_0.1uF
C782,67.6,43.0,Top,270,0603_0.1uF
C783,69.4,43.0,Top,0,0603_0.1uF
C784,71.2,43.0,Top,90,0603_0.1uF
C785,73.0,43.0,Top,270,0603_0.1uF
C786,74.8,43.0,Top,180,0603_0.1uF
C787,76.6,43.0,Top,180,0603_0.1uF
C788,78.4,43.0,Top,270,0603_0.1uF
C789,80.2,43.0,Top,270,0603_0.1uF
C790,82.0,43.0,Top,270,0603_0.1uF
C791,83.8,43.0,Top,90,0603_0.1uF
C792,85.6,43.0,Top,270,0603_0.1uF
C793,87.4,43.0,Top,90,0603_0.1uF
C794,89.2,43.0,Top,270,0603_0.1uF
C795,91.0,43.0,Top,90,0603_0.1uF
C796,92.8,43.0,Top,90,0603_0.1uF
C797,94.6,43.0,Top,0,0603_0.1uF
C798,96.4,43.0,Top,180,0603_0.1uF
C799,98.2,43.0,Top,270,0603_0.1uF
C800,10.0,45.2,Top,180,0603_0.1uF
C801,11.8,45.2,Top,180,0603_0.1uF
C802,13.6,45.2,Top,0,0603_0.1uF
C803,15.4,45.2,Top,180,0603_0.1uF
C804,17.2,45.2,Top,180,0603_0.1uF
C805,19.0,45.2,Top,270,0603_0.1uF
C806,20.8,45.2,Top,90,0603_0.1uF
C807,22.6,45.2,Top,270,0603_0.1uF
C808,24.4,45.2,Top,270,0603_0.1uF
C809,26.2,45.2,Top,180,0603_0.1uF
C810,28.0,45.2,Top,180,0603_0.1uF
C811,29.8,45.2,Top,270,0603_0.1uF
C812,31.6,45.2,Top,270,0603_0.1uF
C813,33.4,45.2,Top,180,0603_0.1uF
C814,35.2,45.2,Top,90,0603_0.1uF
C815,37.0,45.2,Top,90,0603_0.1uF
C816,38.8,45.2,Top,270,0603_0.1uF
C817,40.6,45.2,Top,90,0603_0.1uF
C818,42.4,45.2,Top,270,0603_0.1uF
C819,44.2,45.2,Top,0,0603_0.1uF
C820,46.0,45.2,Top,180,0603_0.1uF
C821,47.8,45.2,Top,270,0603_0.1uF
C822,49.6,45.2,Top,270,0603_0.1uF
C823,51.4,45.2,Top,270,0603_0.1uF
C824,53.2,45.2,Top,90,0603_0.1uF
C825,55.0,45.2,Top,270,0603_0.1uF
C826,56.8,45.2,Top,0,0603_0.1uF
C827,58.6,45.2,Top,90,0603_0.1uF
C828,60.4,45.2,Top,180,0603_0.1uF
C829,62.2,45.2,Top,0,0603_0.1uF
C830,64.0,45.2,Top,270,0603_0.1uF
C831,65.8,45.2,Top,0,0603_0.1uF
C832,67.6,45.2,Top,270,0603_0.1uF
C833,69.4,45.2,Top,0,0603_0.1uF
C834,71.2,45.2,Top,90,0603_0.1uF
C835,73.0,45.2,Top,270,0603_0.1uF
C836,74.8,45.2,Top,90,0603_0.1uF
C837,76.6,45.2,Top,0,0603_0.1uF
C838,78.4,45.2,Top,270,0603_0.1uF
C839,80.2,45.2,Top,180,0603_0.1uF
C840,82.0,45.2,Top,180,0603_0.1uF
C841,83.8,45.2,Top,270,0603_0.1uF
C842,85.6,45.2,Top,0,0603_0.1uF
C843,87.4,45.2,Top,180,0603_0.1uF
C844,89.2,45.2,Top,270,0603_0.1uF
C845,91.0,45.2,Top,180,0603_0.1uF
C846,92.8,45.2,Top,270,0603_0.1uF
C847,94.6,45.2,Top,0,0603_0.1uF
C848,96.4,45.2,Top,0,0603_0.1uF
C849,98.2,45.2,Top,90,0603_0.1uF
C850,10.0,47.4,Top,180,0603_0.1uF
C851,11.8,47.4,Top,90,0603_0.1uF
C852,13.6,47.4,Top,0,0603_0.1uF
C853,15.4,47.4,Top,270,0603_0.1uF
C854,17.2,47.4,Top,0,0603_0.1uF
C855,19.0,47.4,Top,0,0603_0.1uF
C856,20.8,47.4,Top,270,0603_0.1uF
C857,22.6,47.4,Top,90,0603_0.1uF
C858,24.4,47.4,Top,180,0603_0.1uF
C859,26.2,47.4,Top,0,0603_0.1uF
C860,28.0,47.4,Top,0,0603_0.1uF
C861,29.8,47.4,Top,180,0603_0.1uF
C862,31.6,47.4,Top,0,0603_0.1uF
C863,33.4,47.4,Top,180,0603_0.1uF
C864,35.2,47.4,Top,180,0603_0.1uF
C865,37.0,47.4,Top,180,0603_0.1uF
C866,38.8,47.4,Top,270,0603_0.1uF
C867,40.6,47.4,Top,90,0603_0.1uF
C868,42.4,47.4,Top,90,0603_0.1uF
C869,44.2,47.4,Top,270,0603_0.1uF
C870,46.0,47.4,Top,90,0603_0.1uF
C871,47.8,47.4,Top,90,0603_0.1uF
C872,49.6,47.4,Top,90,0603_0.1uF
C873,51.4,47.4,Top,0,0603_0.1uF
C874,53.2,47.4,Top,270,0603_0.1uF
C875,55.0,47.4,Top,90,0603_0.1uF
C876,56.8,47.4,Top,270,0603_0.1uF
C877,58.6,47.4,Top,90,0603_0.1uF
C878,60.4,47.4,Top,90,0603_0.1uF
C879,62.2,47.4,Top,270,0603_0.1uF
C880,64.0,47.4,Top,180,0603_0.1uF
C881,65.8,47.4,Top,270,0603_0.1uF
C882,67.6,47.4,Top,180,0603_0.1uF
C883,69.4,47.4,Top,0,0603_0.1uF
C884,71.2,47.4,Top,270,0603_0.1uF
C885,73.0,47.4,Top,180,0603_0.1uF
C886,74.8,47.4,Top,90,0603_0.1uF
C887,76.6,47.4,Top,0,0603_0.1uF
C888,78.4,47.4,Top,270,0603_0.1uF
C889,80.2,47.4,Top,180,0603_0.1uF
C890,82.0,47.4,Top,180,0603_0.1uF
C891,83.8,47.4,Top,270,0603_0.1uF
C892,85.6,47.4,Top,180,0603_0.1uF
C893,87.4,47.4,Top,270,0603_0.1uF
C894,89.2,47.4,Top,180,0603_0.1uF
C895,91.0,47.4,Top,90,0603_0.1uF
C896,92.8,47.4,Top,270,0603_0.1uF
C897,94.6,47.4,Top,270,0603_0.1uF
C898,96.4,47.4,Top,0,0603_0.1uF
C899,98.2,47.4,Top,90,0603_0.1uF
C900,10.0,49.6,Top,270,0603_0.1uF
C901,11.8,49.6,Top,180,0603_0.1uF
C902,13.6,49.6,Top,180,0603_0.1uF
C903,15.4,49.6,Top,180,0603_0.1uF
C904,17.2,49.6,Top,0,0603_0.1uF
C905,19.0,49.6,Top,270,0603_0.1uF
C906,20.8,49.6,Top,180,0603_0.1uF
C907,22.6,49.6,Top,0,0603_0.1uF
C908,24.4,49.6,Top,0,0603_0.1uF
C909,26.2,49.6,Top,270,0603_0.1uF
C910,28.0,49.6,Top,180,0603_0.1uF
C911,29.8,49.6,Top,90,0603_0.1uF
C912,31.6,49.6,Top,180,0603_0.1uF
C913,33.4,49.6,Top,90,0603_0.1uF
C914,35.2,49.6,Top,90,0603_0.1uF
C915,37.0,49.6,Top,180,0603_0.1uF
C916,38.8,49.6,Top,90,0603_0.1uF
C917,40.6,49.6,Top,0,0603_0.1uF
C918,42.4,49.6,Top,0,0603_0.1uF
C919,44.2,49.6,Top,180,0603_0.1uF
C920,46.0,49.6,Top,270,0603_0.1uF
C921,47.8,49.6,Top,0,0603_0.1uF
C922,49.6,49.6,Top,180,0603_0.1uF
C923,51.4,49.6,Top,90,0603_0.1uF
C924,53.2,49.6,Top,0,0603_0.1uF
C925,55.0,49.6,Top,180,0603_0.1uF
C926,56.8,49.6,Top,180,0603_0.1uF
C927,58.6,49.6,Top,270,0603_0.1uF
C928,60.4,49.6,Top,90,0603_0.1uF
C929,62.2,49.6,Top,90,0603_0.1uF
C930,64.0,49.6,Top,90,0603_0.1uF
C931,65.8,49.6,Top,180,0603_0.1uF
C932,67.6,49.6,Top,180,0603_0.1uF
C933,69.4,49.6,Top,90,0603_0.1uF
C934,71.2,49.6,Top,180,0603_0.1uF
C935,73.0,49.6,Top,270,0603_0.1uF
C936,74.8,49.6,Top,180,0603_0.1uF
C937,76.6,49.6,Top,180,0603_0.1uF
C938,78.4,49.6,Top,0,0603_0.1uF
C939,80.2,49.6,Top,270,0603_0.1uF
C940,82.0,49.6,Top,0,0603_0.1uF
C941,83.8,49.6,Top,90,0603_0.1uF
C942,85.6,49.6,Top,90,0603_0.1uF
C943,87.4,49.6,Top,270,0603_0.1uF
C944,89.2,49.6,Top,180,0603_0.1uF
C945,91.0,49.6,Top,0,0603_0.1uF
C946,92.8,49.6,Top,270,0603_0.1uF
C947,94.6,49.6,Top,0,0603_0.1uF
C948,96.4,49.6,Top,180,0603_0.1uF
C949,98.2,49.6,Top,0,0603_0.1uF
C950,10.0,51.8,Top,270,0603_0.1uF
C951,11.8,51.8,Top,180,0603_0.1uF
C952,13.6,51.8,Top,180,0603_0.1uF
C953,15.4,51.8,Top,270,0603_0.1uF
C954,17.2,51.8,Top,180,0603_0.1uF
C955,19.0,51.8,Top,0,0603_0.1uF
C956,20.8,51.8,Top,90,0603_0.1uF
C957,22.6,51.8,Top,270,0603_0.1uF
C958,24.4,51.8,Top,0,0603_0.1uF
C959,26.2,51.8,Top,180,0603_0.1uF
C960,28.0,51.8,Top,90,0603_0.1uF
C961,29.8,51.8,Top,0,0603_0.1uF
C962,31.6,51.8,Top,270,0603_0.1uF
C963,33.4,51.8,Top,180,0603_0.1uF
C964,35.2,51.8,Top,270,0603_0.1uF
C965,37.0,51.8,Top,0,0603_0.1uF
C966,38.8,51.8,Top,90,0603_0.1uF
C967,40.6,51.8,Top,0,0603_0.1uF
C968,42.4,51.8,Top,0,0603_0.1uF
C969,44.2,51.8,Top,180,0603_0.1uF
C970,46.0,51.8,Top,270,0603_0.1uF
C971,47.8,51.8,Top,0,0603_0.1uF
C972,49.6,51.8,Top,0,0603_0.1uF
C973,51.4,51.8,Top,90,0603_0.1uF
C974,53.2,51.8,Top,90,0603_0.1uF
C975,55.0,51.8,Top,270,0603_0.1uF
C976,56.8,51.8,Top,270,0603_0.1uF
C977,58.6,51.8,Top,180,0603_0.1uF
C978,60.4,51.8,Top,270,0603_0.1uF
C979,62.2,51.8,Top,90,0603_0.1uF
C980,64.0,51.8,Top,270,0603_0.1uF
C981,65.8,51.8,Top,0,0603_0.1uF
C982,67.6,51.8,Top,270,0603_0.1uF
C983,69.4,51.8,Top,270,0603_0.1uF
C984,71.2,51.8,Top,180,0603_0.1uF
C985,73.0,51.8,Top,0,0603_0.1uF
C986,74.8,51.8,Top,180,0603_0.1uF
C987,76.6,51.8,Top,90,0603_0.1uF
C988,78.4,51.8,Top,270,0603_0.1uF
C989,80.2,51.8,Top,270,0603_0.1uF
C990,82.0,51.8,Top,90,0603_0.1uF
C991,83.8,51.8,Top,180,0603_0.1uF
C992,85.6,51.8,Top,0,0603_0.1uF
C993,87.4,51.8,Top,180,0603_0.1uF
C994,89.2,51.8,Top,180,0603_0.1uF
C995,91.0,51.8,Top,0,0603_0.1uF
C996,92.8,51.8,Top,270,0603_0.1uF
C997,94.6,51.8,Top,180,0603_0.1uF
C998,96.4,51.8,Top,90,0603_0.1uF
C999,98.2,51.8,Top,0,0603_0.1uF
C1000,10.0,54.0,Top,270,0603_0.1uF
C1001,11.8,54.0,Top,0,0603_0.1uF
C1002,13.6,54.0,Top,90,0603_0.1uF
C1003,15.4,54.0,Top,0,0603_0.1uF
C1004,17.2,54.0,Top,0,0603_0.1uF
C1005,19.0,54.0,Top,180,0603_0.1uF
C1006,20.8,54.0,Top,90,0603_0.1uF
C1007,22.6,54.0,Top,90,0603_0.1uF
C1008,24.4,54.0,Top,90,0603_0.1uF
C1009,26.2,54.0,Top,0,0603_0.1uF
C1010,28.0,54.0,Top,90,0603_0.1uF
C1011,29.8,54.0,Top,90,0603_0.1uF
C1012,31.6,54.0,Top,90,0603_0.1uF
C1013,33.4,54.0,Top,180,0603_0.1uF
C1014,35.2,54.0,Top,90,0603_0.1uF
C1015,37.0,54.0,Top,0,0603_0.1uF
C1016,38.8,54.0,Top,180,0603_0.1uF
C1017,40.6,54.0,Top,90,0603_0.1uF
C1018,42.4,54.0,Top,90,0603_0.1uF
C1019,44.2,54.0,Top,180,0603_0.1uF
C1020,46.0,54.0,Top,90,0603_0.1uF
C1021,47.8,54.0,Top,0,0603_0.1uF
C1022,49.6,54.0,Top,0,0603_0.1uF
C1023,51.4,54.0,Top,90,0603_0.1uF
C1024,53.2,54.0,Top,0,0603_0.1uF
C1025,55.0,54.0,Top,180,0603_0.1uF
C1026,56.8,54.0,Top,90,0603_0.1uF
C1027,58.6,54.0,Top,180,0603_0.1uF
C1028,60.4,54.0,Top,0,0603_0.1uF
C1029,62.2,54.0,Top,90,0603_0.1uF
C1030,64.0,54.0,Top,180,0603_0.1uF
C1031,65.8,54.0,Top,0,0603_0.1uF
C1032,67.6,54.0,Top,90,0603_0.1uF
C1033,69.4,54.0,Top,270,0603_0.1uF
C1034,71.2,54.0,Top,0,0603_0.1uF
C1035,73.0,54.0,Top,0,0603_0.1uF
C1036,74.8,54.0,Top,270,0603_0.1uF
C1037,76.6,54.0,Top,270,0603_0.1uF
C1038,78.4,54.0,Top,180,0603_0.1uF
C1039,80.2,54.0,Top,0,0603_0.1uF
C1040,82.0,54.0,Top,270,0603_0.1uF
C1041,83.8,54.0,Top,90,0603_0.1uF
C1042,85.6,54.0,Top,0,0603_0.1uF
C1043,87.4,54.0,Top,180,0603_0.1uF
C1044,89.2,54.0,Top,270,0603_0.1uF
C1045,91.0,54.0,Top,0,0603_0.1uF
C1046,92.8,54.0,Top,0,0603_0.1uF
C1047,94.6,54.0,Top,270,0603_0.1uF
C1048,96.4,54.0,Top,270,0603_0.1uF
C1049,98.2,54.0,Top,270,0603_0.1uF
C1050,10.0,56.2,Top,0,0603_0.1uF
C1051,11.8,56.2,Top,270,0603_0.1uF
C1052,13.6,56.2,Top,270,0603_0.1uF
C1053,15.4,56.2,Top,0,0603_0.1uF
C1054,17.2,56.2,Top,0,0603_0.1uF
C1055,19.0,56.2,Top,180,0603_0.1uF
C1056,20.8,56.2,Top,90,0603_0.1uF
C1057,22.6,56.2,Top,0,0603_0.1uF
C1058,24.4,56.2,Top,90,0603_0.1uF
C1059,26.2,56.2,Top,180,0603_0.1uF
C1060,28.0,56.2,Top,180,0603_0.1uF
C1061,29.8,56.2,Top,270,0603_0.1uF
C1062,31.6,56.2,Top,180,0603_0.1uF
C1063,33.4,56.2,Top,270,0603_0.1uF
C1064,35.2,56.2,Top,270,0603_0.1uF
C1065,37.0,56.2,Top,0,0603_0.1uF
C1066,38.8,56.2,Top,0,0603_0.1uF
C1067,40.6,56.2,Top,90,0603_0.1uF
C1068,42.4,56.2,Top,270,0603_0.1uF
C1069,44.2,56.2,Top,270,0603_0.1uF
C1070,46.0,56.2,Top,90,0603_0.1uF
C1071,47.8,56.2,Top,270,0603_0.1uF
C1072,49.6,56.2,Top,180,0603_0.1uF
C1073,51.4,56.2,Top,270,0603_0.1uF
C1074,53.2,56.2,Top,270,0603_0.1uF
C1075,55.0,56.2,Top,270,0603_0.1uF
C1076,56.8,56.2,Top,0,0603_0.1uF
C1077,58.6,56.2,Top,180,0603_0.1uF
C1078,60.4,56.2,Top,270,0603_0.1uF
C1079,62.2,56.2,Top,180,0603_0.1uF
C1080,64.0,56.2,Top,180,0603_0.1uF
C1081,65.8,56.2,Top,180,0603_0.1uF
C1082,67.6,56.2,Top,90,0603_0.1uF
C1083,69.4,56.2,Top,270,0603_0.1uF
C1084,71.2,56.2,Top,0,0603_0.1uF
C1085,73.0,56.2,Top,0,0603_0.1uF
C1086,74.8,56.2,Top,0,0603_0.1uF
C1087,76.6,56.2,Top,0,0603_0.1uF
C1088,78.4,56.2,Top,270,0603_0.1uF
C1089,80.2,56.2,Top,0,0603_0.1uF
C1090,82.0,56.2,Top,180,0603_0.1uF
C1091,83.8,56.2,Top,90,0603_0.1uF
C1092,85.6,56.2,Top,0,0603_0.1uF
C1093,87.4,56.2,Top,180,0603_0.1uF
C1094,89.2,56.2,Top,0,0603_0.1uF
C1095,91.0,56.2,Top,270,0603_0.1uF
C1096,92.8,56.2,Top,180,0603_0.1uF
C1097,94.6,56.2,Top,270,0603_0.1uF
C1098,96.4,56.2,Top,0,0603_0.1uF
C1099,98.2,56.2,Top,180,0603_0.1uF
C1100,10.0,58.4,Top,180,0603_0.1uF
C1101,11.8,58.4,Top,180,0603_0.1uF
C1102,13.6,58.4,Top,0,0603_0.1uF
C1103,15.4,58.4,Top,90,0603_0.1uF
C1104,17.2,58.4,Top,90,0603_0.1uF
C1105,19.0,58.4,Top,270,0603_0.1uF
C1106,20.8,58.4,Top,90,0603_0.1uF
