Designator,Mid X,Mid Y,Layer,Rotation
C837,52.0,44.0,Top,0
C838,54.0,44.0,Top,0
C839,56.0,44.0,Top,0
C840,58.0,44.0,Top,0
C841,60.0,44.0,Top,0
C842,62.0,44.0,Top,0
C843,64.0,44.0,Top,0
C844,66.0,44.0,Top,0
C845,68.0,44.0,Top,0
C846,70.0,44.0,Top,0
C847,72.0,44.0,Top,0
C848,74.0,44.0,Top,0
C849,76.0,44.0,Top,0
C850,78.0,44.0,Top,0
C851,80.0,44.0,Top,0
C852,82.0,44.0,Top,0
C853,84.0,44.0,Top,0
C854,86.0,44.0,Top,0
C855,88.0,44.0,Top,0
C856,90.0,44.0,Top,0
C857,92.0,44.0,Top,0
C858,94.0,44.0,Top,0
C859,96.0,44.0,Top,0
C860,98.0,44.0,Top,0
C861,100.0,44.0,Top,0
C862,102.0,44.0,Top,0
C863,104.0,44.0,Top,0
C864,106.0,44.0,Top,0
C865,108.0,44.0,Top,0
C866,10.0,46.0,Top,0
C867,12.0,46.0,Top,0
C868,14.0,46.0,Top,0
C869,16.0,46.0,Top,0
C870,18.0,46.0,Top,0
C871,20.0,46.0,Top,0
C872,22.0,46.0,Top,0
C873,24.0,46.0,Top,0
C874,26.0,46.0,Top,0
C875,28.0,46.0,Top,0
C876,30.0,46.0,Top,0
C877,32.0,46.0,Top,0
C878,34.0,46.0,Top,0
C879,36.0,46.0,Top,0
C880,38.0,46.0,Top,0
C881,40.0,46.0,Top,0
C882,42.0,46.0,Top,0
C883,44.0,46.0,Top,0
C884,46.0,46.0,Top,0
C885,48.0,46.0,Top,0
C886,50.0,46.0,Top,0
C887,52.0,46.0,Top,0
C888,54.0,46.0,Top,0
C889,56.0,46.0,Top,0
C890,58.0,46.0,Top,0
C891,60.0,46.0,Top,0
C892,62.0,46.0,Top,0
C893,64.0,46.0,Top,0
C894,66.0,46.0,Top,0
C895,68.0,46.0,Top,0
C896,70.0,46.0,Top,0
C897,72.0,46.0,Top,0
C898,74.0,46.0,Top,0
C899,76.0,46.0,Top,0
C900,78.0,46.0,Top,0
C901,80.0,46.0,Top,0
C902,82.0,46.0,Top,0
C903,84.0,46.0,Top,0
C904,86.0,46.0,Top,0
C905,88.0,46.0,Top,0
C906,90.0,46.0,Top,0
C907,92.0,46.0,Top,0
C908,94.0,46.0,Top,0
C909,96.0,46.0,Top,0
C910,98.0,46.0,Top,0
C911,100.0,46.0,Top,0
C912,102.0,46.0,Top,0
C913,104.0,46.0,Top,0
C914,106.0,46.0,Top,0
C915,108.0,46.0,Top,0
C916,10.0,48.0,Top,0
C917,12.0,48.0,Top,0
C918,14.0,48.0,Top,0
C919,16.0,48.0,Top,0
C920,18.0,48.0,Top,0
C921,20.0,48.0,Top,0
C922,22.0,48.0,Top,0
C923,24.0,48.0,Top,0
C924,26.0,48.0,Top,0
C925,28.0,48.0,Top,0
C926,30.0,48.0,Top,0
C927,32.0,48.0,Top,0
C928,34.0,48.0,Top,0
C929,36.0,48.0,Top,0
C930,38.0,48.0,Top,0
C931,40.0,48.0,Top,0
C932,42.0,48.0,Top,0
C933,44.0,48.0,Top,0
C934,46.0,48.0,Top,0
C935,48.0,48.0,Top,0
C936,50.0,48.0,Top,0
C937,52.0,48.0,Top,0
C938,54.0,48.0,Top,0
C939,56.0,48.0,Top,0
C940,58.0,48.0,Top,0
C941,60.0,48.0,Top,0
C942,62.0,48.0,Top,0
C943,64.0,48.0,Top,0
C944,66.0,48.0,Top,0
C945,68.0,48.0,Top,0
C946,70.0,48.0,Top,0
C947,72.0,48.0,Top,0
C948,74.0,48.0,Top,0
C949,76.0,48.0,Top,0
C950,78.0,48.0,Top,0
C951,80.0,48.0,Top,0
C952,82.0,48.0,Top,0
C953,84.0,48.0,Top,0
C954,86.0,48.0,Top,0
C955,88.0,48.0,Top,0
C956,90.0,48.0,Top,0
C957,92.0,48.0,Top,0
C958,94.0,48.0,Top,0
C959,96.0,48.0,Top,0
C960,98.0,48.0,Top,0
C961,100.0,48.0,Top,0
C962,102.0,48.0,Top,0
C963,104.0,48.0,Top,0
C964,106.0,48.0,Top,0
C965,108.0,48.0,Top,0
C966,10.0,50.0,Top,0
C967,12.0,50.0,Top,0
C968,14.0,50.0,Top,0
C969,16.0,50.0,Top,0
C970,18.0,50.0,Top,0
C971,20.0,50.0,Top,0
C972,22.0,50.0,Top,0
C973,24.0,50.0,Top,0
C974,26.0,50.0,Top,0
C975,28.0,50.0,Top,0
C976,30.0,50.0,Top,0
C977,32.0,50.0,Top,0
C978,34.0,50.0,Top,0
C979,36.0,50.0,Top,0
C980,38.0,50.0,Top,0
C981,40.0,50.0,Top,0
C982,42.0,50.0,Top,0
C983,44.0,50.0,Top,0
C984,46.0,50.0,Top,0
C985,48.0,50.0,Top,0
C986,50.0,50.0,Top,0
C987,52.0,50.0,Top,0
C988,54.0,50.0,Top,0
C989,56.0,50.0,Top,0
C990,58.0,50.0,Top,0
C991,60.0,50.0,Top,0
C992,62.0,50.0,Top,0
C993,64.0,50.0,Top,0
C994,66.0,50.0,Top,0
C995,68.0,50.0,Top,0
C996,70.0,50.0,Top,0
C997,72.0,50.0,Top,0
C998,74.0,50.0,Top,0
C999,76.0,50.0,Top,0
C1000,78.0,50.0,Top,0
C1001,80.0,50.0,Top,0
C1002,82.0,50.0,Top,0
C1003,84.0,50.0,Top,0
C1004,86.0,50.0,Top,0
C1005,88.0,50.0,Top,0
C1006,90.0,50.0,Top,0
C1007,92.0,50.0,Top,0
C1008,94.0,50.0,Top,0
C1009,96.0,50.0,Top,0
C1010,98.0,50.0,Top,0
C1011,100.0,50.0,Top,0
C1012,102.0,50.0,Top,0
C1013,104.0,50.0,Top,0
C1014,106.0,50.0,Top,0
C1015,108.0,50.0,Top,0
C1016,10.0,52.0,Top,0
C1017,12.0,52.0,Top,0
C1018,14.0,52.0,Top,0
C1019,16.0,52.0,Top,0
C1020,18.0,52.0,Top,0
C1021,20.0,52.0,Top,0
C1022,22.0,52.0,Top,0
C1023,24.0,52.0,Top,0
C1024,26.0,52.0,Top,0
C1025,28.0,52.0,Top,0
C1026,30.0,52.0,Top,0
C1027,32.0,52.0,Top,0
C1028,34.0,52.0,Top,0
C1029,36.0,52.0,Top,0
C1030,38.0,52.0,Top,0
C1031,40.0,52.0,Top,0
C1032,42.0,52.0,Top,0
C1033,44.0,52.0,Top,0
C1034,46.0,52.0,Top,0
C1035,48.0,52.0,Top,0
C1036,50.0,52.0,Top,0
C1037,52.0,52.0,Top,0
C1038,54.0,52.0,Top,0
C1039,56.0,52.0,Top,0
C1040,58.0,52.0,Top,0
C1041,60.0,52.0,Top,0
C1042,62.0,52.0,Top,0
C1043,64.0,52.0,Top,0
C1044,66.0,52.0,Top,0
C1045,68.0,52.0,Top,0
C1046,70.0,52.0,Top,0
C1047,72.0,52.0,Top,0
C1048,74.0,52.0,Top,0
C1049,76.0,52.0,Top,0
C1050,78.0,52.0,Top,0
C1051,80.0,52.0,Top,0
C1052,82.0,52.0,Top,0
C1053,84.0,52.0,Top,0
C1054,86.0,52.0,Top,0
C1055,88.0,52.0,Top,0
C1056,90.0,52.0,Top,0
C1057,92.0,52.0,Top,0
C1058,94.0,52.0,Top,0
C1059,96.0,52.0,Top,0
C1060,98.0,52.0,Top,0
C1061,100.0,52.0,Top,0
C1062,102.0,52.0,Top,0
C1063,104.0,52.0,Top,0
C1064,106.0,52.0,Top,0
C1065,108.0,52.0,Top,0
C1066,10.0,54.0,Top,0
C1067,12.0,54.0,Top,0
C1068,14.0,54.0,Top,0
C1069,16.0,54.0,Top,0
C1070,18.0,54.0,Top,0
C1071,20.0,54.0,Top,0
C1072,22.0,54.0,Top,0
C1073,24.0,54.0,Top,0
C1074,26.0,54.0,Top,0
C1075,28.0,54.0,Top,0
C1076,30.0,54.0,Top,0
C1077,32.0,54.0,Top,0
C1078,34.0,54.0,Top,0
C1079,36.0,54.0,Top,0
C1080,38.0,54.0,Top,0
C1081,40.0,54.0,Top,0
C1082,42.0,54.0,Top,0
C1083,44.0,54.0,Top,0
C1084,46.0,54.0,Top,0
C1085,48.0,54.0,Top,0
C1086,50.0,54.0,Top,0
C1087,52.0,54.0,Top,0
C1088,54.0,54.0,Top,0
C1089,56.0,54.0,Top,0
C1090,58.0,54.0,Top,0
C1091,60.0,54.0,Top,0
C1092,62.0,54.0,Top,0
C1093,64.0,54.0,Top,0
C1094,66.0,54.0,Top,0
C1095,68.0,54.0,Top,0
C1096,70.0,54.0,Top,0
C1097,72.0,54.0,Top,0
C1098,74.0,54.0,Top,0
C1099,76.0,54.0,Top,0
C1100,78.0,54.0,Top,0
C1101,80.0,54.0,Top,0
C1102,82.0,54.0,Top,0
C1103,84.0,54.0,Top,0
C1104,86.0,54.0,Top,0
C1105,88.0,54.0,Top,0
C1106,90.0,54.0,Top,0
C1107,92.0,54.0,Top,0
C1108,94.0,54.0,Top,0
C1109,96.0,54.0,Top,0
C1110,98.0,54.0,Top,0
C1111,100.0,54.0,Top,0
C1112,102.0,54.0,Top,0
C1113,104.0,54.0,Top,0
C1114,106.0,54.0,Top,0
C1115,108.0,54.0,Top,0
C1116,10.0,56.0,Top,0
C1117,12.0,56.0,Top,0
C1118,14.0,56.0,Top,0
C1119,16.0,56.0,Top,0
C1120,18.0,56.0,Top,0
C1121,20.0,56.0,Top,0
C1122,22.0,56.0,Top,0
C1123,24.0,56.0,Top,0
C1124,26.0,56.0,Top,0
C1125,28.0,56.0,Top,0
C1126,30.0,56.0,Top,0
C1127,32.0,56.0,Top,0
C1128,34.0,56.0,Top,0
C1129,36.0,56.0,Top,0
C1130,38.0,56.0,Top,0
C1131,40.0,56.0,Top,0
C1132,42.0,56.0,Top,0
C1133,44.0,56.0,Top,0
C1134,46.0,56.0,Top,0
C1135,48.0,56.0,Top,0
C1136,50.0,56.0,Top,0
C1137,52.0,56.0,Top,0
C1138,54.0,56.0,Top,0
C1139,56.0,56.0,Top,0
C1140,58.0,56.0,Top,0
C1141,60.0,56.0,Top,0
C1142,62.0,56.0,Top,0
C1143,64.0,56.0,Top,0
C1144,66.0,56.0,Top,0
C1145,68.0,56.0,Top,0
C1146,70.0,56.0,Top,0
C1147,72.0,56.0,Top,0
C1148,74.0,56.0,Top,0
C1149,76.0,56.0,Top,0
C1150,78.0,56.0,Top,0
C1151,80.0,56.0,Top,0
C1152,82.0,56.0,Top,0
C1153,84.0,56.0,Top,0
C1154,86.0,56.0,Top,0
C1155,88.0,56.0,Top,0
C1156,90.0,56.0,Top,0
C1157,92.0,56.0,Top,0
C1158,94.0,56.0,Top,0
C1159,96.0,56.0,Top,0
C1160,98.0,56.0,Top,0
C1161,100.0,56.0,Top,0
C1162,102.0,56.0,Top,0
C1163,104.0,56.0,Top,0
C1164,106.0,56.0,Top,0
C1165,108.0,56.0,Top,0
C1166,10.0,58.0,Top,0
C1167,12.0,58.0,Top,0
C1168,14.0,58.0,Top,0
C1169,16.0,58.0,Top,0
C1170,18.0,58.0,Top,0
C1171,20.0,58.0,Top,0
C1172,22.0,58.0,Top,0
C1173,24.0,58.0,Top,0
C1174,26.0,58.0,Top,0
C1175,28.0,58.0,Top,0
C1176,30.0,58.0,Top,0
C1177,32.0,58.0,Top,0
C1178,34.0,58.0,Top,0
C1179,36.0,58.0,Top,0
C1180,38.0,58.0,Top,0
C1181,40.0,58.0,Top,0
C1182,42.0,58.0,Top,0
C1183,44.0,58.0,Top,0
C1184,46.0,58.0,Top,0
C1185,48.0,58.0,Top,0
C1186,50.0,58.0,Top,0
C1187,52.0,58.0,Top,0
C1188,54.0,58.0,Top,0
C1189,56.0,58.0,Top,0
C1190,58.0,58.0,Top,0
C1191,60.0,58.0,Top,0
C1192,62.0,58.0,Top,0
C1193,64.0,58.0,Top,0
C1194,66.0,58.0,Top,0
C1195,68.0,58.0,Top,0
C1196,70.0,58.0,Top,0
C1197,72.0,58.0,Top,0
C1198,74.0,58.0,Top,0
C1199,76.0,58.0,Top,0
C1200,78.0,58.0,Top,0
C1201,80.0,58.0,Top,0
C1202,82.0,58.0,Top,0
C1203,84.0,58.0,Top,0
C1204,86.0,58.0,Top,0
C1205,88.0,58.0,Top,0
C1206,90.0,58.0,Top,0
C1207,92.0,58.0,Top,0
C1208,94.0,58.0,Top,0
C1209,96.0,58.0,Top,0
C1210,98.0,58.0,Top,0
C1211,100.0,58.0,Top,0
C1212,102.0,58.0,Top,0
C1213,104.0,58.0,Top,0
C1214,106.0,58.0,Top,0
C1215,108.0,58.0,Top,0
C1216,10.0,60.0,Top,0
C1217,12.0,60.0,Top,0
C1218,14.0,60.0,Top,0
C1219,16.0,60.0,Top,0
C1220,18.0,60.0,Top,0
C1221,20.0,60.0,Top,0
C1222,22.0,60.0,Top,0
C1223,24.0,60.0,Top,0
C1224,26.0,60.0,Top,0
C1225,28.0,60.0,Top,0
C1226,30.0,60.0,Top,0
C1227,32.0,60.0,Top,0
C1228,34.0,60.0,Top,0
C1229,36.0,60.0,Top,0
C1230,38.0,60.0,Top,0
C1231,40.0,60.0,Top,0
C1232,42.0,60.0,Top,0
C1233,44.0,60.0,Top,0
C1234,46.0,60.0,Top,0
C1235,48.0,60.0,Top,0
C1236,50.0,60.0,Top,0
C1237,52.0,60.0,Top,0
C1238,54.0,60.0,Top,0
C1239,56.0,60.0,Top,0
C1240,58.0,60.0,Top,0
C1241,60.0,60.0,Top,0
C1242,62.0,60.0,Top,0
C1243,64.0,60.0,Top,0
C1244,66.0,60.0,Top,0
C1245,68.0,60.0,Top,0
C1246,70.0,60.0,Top,0
C1247,72.0,60.0,Top,0
C1248,74.0,60.0,Top,0
C1249,76.0,60.0,Top,0
C1250,78.0,60.0,Top,0
C1251,80.0,60.0,Top,0
C1252,82.0,60.0,Top,0
C1253,84.0,60.0,Top,0
C1254,86.0,60.0,Top,0
C1255,88.0,60.0,Top,0
C1256,90.0,60.0,Top,0
C1257,92.0,60.0,Top,0
C1258,94.0,60.0,Top,0
C1259,96.0,60.0,Top,0
C1260,98.0,60.0,Top,0
C1261,100.0,60.0,Top,0
C1262,102.0,60.0,Top,0
C1263,104.0,60.0,Top,0
C1264,106.0,60.0,Top,0
C1265,108.0,60.0,Top,0
C1266,10.0,62.0,Top,0
C1267,12.0,62.0,Top,0
C1268,14.0,62.0,Top,0
C1269,16.0,62.0,Top,0
C1270,18.0,62.0,Top,0
C1271,20.0,62.0,Top,0
C1272,22.0,62.0,Top,0
C1273,24.0,62.0,Top,0
C1274,26.0,62.0,Top,0
C1275,28.0,62.0,Top,0
C1276,30.0,62.0,Top,0
C1277,32.0,62.0,Top,0
C1278,34.0,62.0,Top,0
C1279,36.0,62.0,Top,0
C1280,38.0,62.0,Top,0
C1281,40.0,62.0,Top,0
C1282,42.0,62.0,Top,0
C1283,44.0,62.0,Top,0
C1284,46.0,62.0,Top,0
C1285,48.0,62.0,Top,0
C1286,50.0,62.0,Top,0
C1287,52.0,62.0,Top,0
C1288,54.0,62.0,Top,0
C1289,56.0,62.0,Top,0
C1290,58.0,62.0,Top,0
C1291,60.0,62.0,Top,0
C1292,62.0,62.0,Top,0
C1293,64.0,62.0,Top,0
C1294,66.0,62.0,Top,0
C1295,68.0,62.0,Top,0
C1296,70.0,62.0,Top,0
C1297,72.0,62.0,Top,0
C1298,74.0,62.0,Top,0
C1299,76.0,62.0,Top,0
C1300,78.0,62.0,Top,0
C1301,80.0,62.0,Top,0
C1302,82.0,62.0,Top,0
C1303,84.0,62.0,Top,0
C1304,86.0,62.0,Top,0
C1305,88.0,62.0,Top,0
C1306,90.0,62.0,Top,0
C1307,92.0,62.0,Top,0
C1308,94.0,62.0,Top,0
C1309,96.0,62.0,Top,0
C1310,98.0,62.0,Top,0
C1311,100.0,62.0,Top,0
C1312,102.0,62.0,Top,0
C1313,104.0,62.0,Top,0
C1314,106.0,62.0,Top,0
C1315,108.0,62.0,Top,0
C1316,10.0,64.0,Top,0
C1317,12.0,64.0,Top,0
C1318,14.0,64.0,Top,0
C1319,16.0,64.0,Top,0
C1320,18.0,64.0,Top,0
C1321,20.0,64.0,Top,0
C1322,22.0,64.0,Top,0
C1323,24.0,64.0,Top,0
C1324,26.0,64.0,Top,0
C1325,28.0,64.0,Top,0
C1326,30.0,64.0,Top,0
C1327,32.0,64.0,Top,0
C1328,34.0,64.0,Top,0
C1329,36.0,64.0,Top,0
C1330,38.0,64.0,Top,0
C1331,40.0,64.0,Top,0
C1332,42.0,64.0,Top,0
C1333,44.0,64.0,Top,0
C1334,46.0,64.0,Top,0
C1335,48.0,64.0,Top,0
C1336,50.0,64.0,Top,0
C1337,52.0,64.0,Top,0
C1338,54.0,64.0,Top,0
C1339,56.0,64.0,Top,0
C1340,58.0,64.0,Top,0
C1341,60.0,64.0,Top,0
C1342,62.0,64.0,Top,0
C1343,64.0,64.0,Top,0
C1344,66.0,64.0,Top,0
C1345,68.0,64.0,Top,0
C1346,70.0,64.0,Top,0
C1347,72.0,64.0,Top,0
C1348,74.0,64.0,Top,0
C1349,76.0,64.0,Top,0
C1350,78.0,64.0,Top,0
C1351,80.0,64.0,Top,0
C1352,82.0,64.0,Top,0
C1353,84.0,64.0,Top,0
C1354,86.0,64.0,Top,0
C1355,88.0,64.0,Top,0
C1356,90.0,64.0,Top,0
C1357,92.0,64.0,Top,0
C1358,94.0,64.0,Top,0
C1359,96.0,64.0,Top,0
C1360,98.0,64.0,Top,0
C1361,100.0,64.0,Top,0
C1362,102.0,64.0,Top,0
C1363,104.0,64.0,Top,0
C1364,106.0,64.0,Top,0
C1365,108.0,64.0,Top,0
C1366,10.0,66.0,Top,0
C1367,12.0,66.0,Top,0
C1368,14.0,66.0,Top,0
C1369,16.0,66.0,Top,0
C1370,18.0,66.0,Top,0
C1371,20.0,66.0,Top,0
C1372,22.0,66.0,Top,0
C1373,24.0,66.0,Top,0
C1374,26.0,66.0,Top,0
C1375,28.0,66.0,Top,0
C1376,30.0,66.0,Top,0
C1377,32.0,66.0,Top,0
C1378,34.0,66.0,Top,0
C1379,36.0,66.0,Top,0
C1380,38.0,66.0,Top,0
C1381,40.0,66.0,Top,0
C1382,42.0,66.0,Top,0
C1383,44.0,66.0,Top,0
C1384,46.0,66.0,Top,0
C1385,48.0,66.0,Top,0
C1386,50.0,66.0,Top,0
C1387,52.0,66.0,Top,0
C1388,54.0,66.0,Top,0
C1389,56.0,66.0,Top,0
C1390,58.0,66.0,Top,0
C1391,60.0,66.0,Top,0
C1392,62.0,66.0,Top,0
C1393,64.0,66.0,Top,0
C1394,66.0,66.0,Top,0
C1395,68.0,66.0,Top,0
C1396,70.0,66.0,Top,0
C1397,72.0,66.0,Top,0
C1398,74.0,66.0,Top,0
C1399,76.0,66.0,Top,0
C1400,78.0,66.0,Top,0
C1401,80.0,66.0,Top,0
C1402,82.0,66.0,Top,0
C1403,84.0,66.0,Top,0
C1404,86.0,66.0,Top,0
C1405,88.0,66.0,Top,0
C1406,90.0,66.0,Top,0
C1407,92.0,66.0,Top,0
C1408,94.0,66.0,Top,0
C1409,96.0,66.0,Top,0
C1410,98.0,66.0,Top,0
C1411,100.0,66.0,Top,0
C1412,102.0,66.0,Top,0
C1413,104.0,66.0,Top,0
C1414,106.0,66.0,Top,0
C1415,108.0,66.0,Top,0
C1416,10.0,68.0,Top,0
C1417,12.0,68.0,Top,0
C1418,14.0,68.0,Top,0
C1419,16.0,68.0,Top,0
C1420,18.0,68.0,Top,0
C1421,20.0,68.0,Top,0
C1422,22.0,68.0,Top,0
C1423,24.0,68.0,Top,0
C1424,26.0,68.0,Top,0
C1425,28.0,68.0,Top,0
C1426,30.0,68.0,Top,0
C1427,32.0,68.0,Top,0
C1428,34.0,68.0,Top,0
C1429,36.0,68.0,Top,0
C1430,38.0,68.0,Top,0
C1431,40.0,68.0,Top,0
C1432,42.0,68.0,Top,0
C1433,44.0,68.0,Top,0
C1434,46.0,68.0,Top,0
C1435,48.0,68.0,Top,0
C1436,50.0,68.0,Top,0
C1437,52.0,68.0,Top,0
C1438,54.0,68.0,Top,0
C1439,56.0,68.0,Top,0
C1440,58.0,68.0,Top,0
C1441,60.0,68.0,Top,0
C1442,62.0,68.0,Top,0
C1443,64.0,68.0,Top,0
C1444,66.0,68.0,Top,0
C1445,68.0,68.0,Top,0
C1446,70.0,68.0,Top,0
C1447,72.0,68.0,Top,0
C1448,74.0,68.0,Top,0
C1449,76.0,68.0,Top,0
C1450,78.0,68.0,Top,0
C1451,80.0,68.0,Top,0
C1452,82.0,68.0,Top,0
C1453,84.0,68.0,Top,0
C1454,86.0,68.0,Top,0
C1455,88.0,68.0,Top,0
C1456,90.0,68.0,Top,0
C1457,92.0,68.0,Top,0
C1458,94.0,68.0,Top,0
C1459,96.0,68.0,Top,0
C1460,98.0,68.0,Top,0
C1461,100.0,68.0,Top,0
C1462,102.0,68.0,Top,0
C1463,104.0,68.0,Top,0
C1464,106.0,68.0,Top,0
C1465,108.0,68.0,Top,0
C1466,10.0,70.0,Top,0
C1467,12.0,70.0,Top,0
C1468,14.0,70.0,Top,0
C1469,16.0,70.0,Top,0
C1470,18.0,70.0,Top,0
C1471,20.0,70.0,Top,0
C1472,22.0,70.0,Top,0
C1473,24.0,70.0,Top,0
C1474,26.0,70.0,Top,0
C1475,28.0,70.0,Top,0
C1476,30.0,70.0,Top,0
C1477,32.0,70.0,Top,0
C1478,34.0,70.0,Top,0
C1479,36.0,70.0,Top,0
C1480,38.0,70.0,Top,0
C1481,40.0,70.0,Top,0
C1482,42.0,70.0,Top,0
C1483,44.0,70.0,Top,0
C1484,46.0,70.0,Top,0
C1485,48.0,70.0,Top,0
C1486,50.0,70.0,Top,0
C1487,52.0,70.0,Top,0
C1488,54.0,70.0,Top,0
C1489,56.0,70.0,Top,0
C1490,58.0,70.0,Top,0
C1491,60.0,70.0,Top,0
C1492,62.0,70.0,Top,0
C1493,64.0,70.0,Top,0
C1494,66.0,70.0,Top,0
C1495,68.0,70.0,Top,0
C1496,70.0,70.0,Top,0
C1497,72.0,70.0,Top,0
C1498,74.0,70.0,Top,0
C1499,76.0,70.0,Top,0
C1500,78.0,70.0,Top,0
C1501,80.0,70.0,Top,0
C1502,82.0,70.0,Top,0
C1503,84.0,70.0,Top,0
C1504,86.0,70.0,Top,0
C1505,88.0,70.0,Top,0
C1506,90.0,70.0,Top,0
C1507,92.0,70.0,Top,0
C1508,94.0,70.0,Top,0
C1509,96.0,70.0,Top,0
C1510,98.0,70.0,Top,0
C1511,100.0,70.0,Top,0
C1512,102.0,70.0,Top,0
C1513,104.0,70.0,Top,0
C1514,106.0,70.0,Top,0
C1515,108.0,70.0,Top,0
C1516,10.0,72.0,Top,0
C1517,12.0,72.0,Top,0
C1518,14.0,72.0,Top,0
C1519,16.0,72.0,Top,0
C1520,18.0,72.0,Top,0
C1521,20.0,72.0,Top,0
C1522,22.0,72.0,Top,0
C1523,24.0,72.0,Top,0
C1524,26.0,72.0,Top,0
C1525,28.0,72.0,Top,0
C1526,30.0,72.0,Top,0
C1527,32.0,72.0,Top,0
C1528,34.0,72.0,Top,0
C1529,36.0,72.0,Top,0
C1530,38.0,72.0,Top,0
C1531,40.0,72.0,Top,0
C1532,42.0,72.0,Top,0
C1533,44.0,72.0,Top,0
C1534,46.0,72.0,Top,0
C1535,48.0,72.0,Top,0
C1536,50.0,72.0,Top,0
C1537,52.0,72.0,Top,0
C1538,54.0,72.0,Top,0
C1539,56.0,72.0,Top,0
C1540,58.0,72.0,Top,0
C1541,60.0,72.0,Top,0
C1542,62.0,72.0,Top,0
C1543,64.0,72.0,Top,0
C1544,66.0,72.0,Top,0
C1545,68.0,72.0,Top,0
C1546,70.0,72.0,Top,0
C1547,72.0,72.0,Top,0
C1548,74.0,72.0,Top,0
C1549,76.0,72.0,Top,0
C1550,78.0,72.0,Top,0
C1551,80.0,72.0,Top,0
C1552,82.0,72.0,Top,0
C1553,84.0,72.0,Top,0
C1554,86.0,72.0,Top,0
C1555,88.0,72.0,Top,0
C1556,90.0,72.0,Top,0
C1557,92.0,72.0,Top,0
C1558,94.0,72.0,Top,0
C1559,96.0,72.0,Top,0
C1560,98.0,72.0,Top,0
C1561,100.0,72.0,Top,0
C1562,102.0,72.0,Top,0
C1563,104.0,72.0,Top,0
C1564,106.0,72.0,Top,0
C1565,108.0,72.0,Top,0
C1566,10.0,74.0,Top,0
C1567,12.0,74.0,Top,0
C1568,14.0,74.0,Top,0
C1569,16.0,74.0,Top,0
C1570,18.0,74.0,Top,0
C1571,20.0,74.0,Top,0
C1572,22.0,74.0,Top,0
C1573,24.0,74.0,Top,0
C1574,26.0,74.0,Top,0
C1575,28.0,74.0,Top,0
C1576,30.0,74.0,Top,0
C1577,32.0,74.0,Top,0
C1578,34.0,74.0,Top,0
C1579,36.0,74.0,Top,0
C1580,38.0,74.0,Top,0
C1581,40.0,74.0,Top,0
C1582,42.0,74.0,Top,0
C1583,44.0,74.0,Top,0
C1584,46.0,74.0,Top,0
C1585,48.0,74.0,Top,0
C1586,50.0,74.0,Top,0
C1587,52.0,74.0,Top,0
C1588,54.0,74.0,Top,0
C1589,56.0,74.0,Top,0
C1590,58.0,74.0,Top,0
C1591,60.0,74.0,Top,0
C1592,62.0,74.0,Top,0
C1593,64.0,74.0,Top,0
C1594,66.0,74.0,Top,0
C1595,68.0,74.0,Top,0
C1596,70.0,74.0,Top,0
C1597,72.0,74.0,Top,0
C1598,74.0,74.0,Top,0
C1599,76.0,74.0,Top,0
C1600,78.0,74.0,Top,0
C1601,80.0,74.0,Top,0
C1602,82.0,74.0,Top,0
C1603,84.0,74.0,Top,0
C1604,86.0,74.0,Top,0
C1605,88.0,74.0,Top,0
C1606,90.0,74.0,Top,0
C1607,92.0,74.0,Top,0
C1608,94.0,74.0,Top,0
C1609,96.0,74.0,Top,0
C1610,98.0,74.0,Top,0
C1611,100.0,74.0,Top,0
C1612,102.0,74.0,Top,0
C1613,104.0,74.0,Top,0
C1614,106.0,74.0,Top,0
C1615,108.0,74.0,Top,0
C1616,10.0,76.0,Top,0
C1617,12.0,76.0,Top,0
C1618,14.0,76.0,Top,0
C1619,16.0,76.0,Top,0
C1620,18.0,76.0,Top,0
C1621,20.0,76.0,Top,0
C1622,22.0,76.0,Top,0
C1623,24.0,76.0,Top,0
C1624,26.0,76.0,Top,0
C1625,28.0,76.0,Top,0
C1626,30.0,76.0,Top,0
C1627,32.0,76.0,Top,0
C1628,34.0,76.0,Top,0
C1629,36.0,76.0,Top,0
C1630,38.0,76.0,Top,0
C1631,40.0,76.0,Top,0
C1632,42.0,76.0,Top,0
C1633,44.0,76.0,Top,0
C1634,46.0,76.0,Top,0
C1635,48.0,76.0,Top,0
C1636,50.0,76.0,Top,0
C1637,52.0,76.0,Top,0
C1638,54.0,76.0,Top,0
C1639,56.0,76.0,Top,0
C1640,58.0,76.0,Top,0
C1641,60.0,76.0,Top,0
C1642,62.0,76.0,Top,0
C1643,64.0,76.0,Top,0
C1644,66.0,76.0,Top,0
C1645,68.0,76.0,Top,0
C1646,70.0,76.0,Top,0
C1647,72.0,76.0,Top,0
C1648,74.0,76.0,Top,0
C1649,76.0,76.0,Top,0
C1650,78.0,76.0,Top,0
C1651,80.0,76.0,Top,0
C1652,82.0,76.0,Top,0
C1653,84.0,76.0,Top,0
C1654,86.0,76.0,Top,0
C1655,88.0,76.0,Top,0
C1656,90.0,76.0,Top,0
C1657,92.0,76.0,Top,0
C1658,94.0,76.0,Top,0
C1659,96.0,76.0,Top,0
C1660,98.0,76.0,Top,0
C1661,100.0,76.0,Top,0
C1662,102.0,76.0,Top,0
C1663,104.0,76.0,Top,0
C1664,106.0,76.0,Top,0
C1665,108.0,76.0,Top,0
C1666,10.0,78.0,Top,0
C1667,12.0,78.0,Top,0
